Ratings,Comment,Reviews
4,Good choice,I am little concern about battery it was draining so fast.i am so happy with the mobile build quality and palm holding design performance was amazing.i am playing call of duty mobile which runs smoothly on my device with out hick up! Thanks apple for launching this device in india.But please think about the battery we need more digits replicate in the battery....?READ MORE
3,Nice,Nice phone only if it’s the battery had been better to last a day at least .READ MORE
5,Worth every penny,Just go for it👍READ MORE
5,Terrific purchase,"It's a true beauty for real , with beast features !!!!!READ MORE"
5,Great product,Product is worth for money and easy to handle and performance is very goodREAD MORE
3,Decent product,Charging utterflapREAD MORE
4,Good choice,"This is The Best Phone for those, Who will Use This Phone as a Secondary Phone.READ MORE"
4,Good choice,Everything in the phone absolutely good but only draw back is battery which comes with 1821mah which is not lasting for longREAD MORE
5,Classy product,You can't get any thing better than this at this price if you are a old school you will love thsREAD MORE
5,Great product,The phone is a small handy and nice product except for low battery power. If you use it economically then you can use it for one day.  The video size is small.READ MORE
5,Great product,niceREAD MORE
4,Nice product,Have purchased iPhone SE a month back where I had replaced with previous iPhone 5S. SE is value for money. Battery life is far better compared to others. One thing I noticed is both Earphone and charger port is same. With this we cannot insert Earphones when the phone is charging. Other than that everything is perfect. SEREAD MORE
5,Just wow!,Except battery life every thing is ok. Price should be low.READ MORE
5,Great product,Only iPhone you should buy.READ MORE
5,Super!,Battery is above average i am high user and i found only 5 hours screen on time and I think this quite good.READ MORE
5,Must buy!,Value for moneyREAD MORE
5,Simply awesome,Value for money. Light weight phone. Easy to hold . Compact phone with all the latest features. Good for professionals .READ MORE
4,Delightful,"5 star for the phone, 1 star for flipkart delivery.I got the product the second time I ordered it. First time, it was stick at gurgaon for like 18 days and I had to cancel it.READ MORE"
4,Very Good,Camera could be betterREAD MORE
1,Don't waste your money,Getting heated. Need to opt for replacementREAD MORE
5,Wonderful,NiceREAD MORE
5,Simply awesome,Nice phoneREAD MORE
4,Worth the money,Good product. Value for money. Most important it’s made in IndiaREAD MORE
5,Must buy!,"It’s Nice I phoneLots to love,Less to spend!READ MORE"
5,Classy product,Good phoneREAD MORE
5,Mind-blowing purchase,Have found amazing till nowREAD MORE
2,Not good,Worst OS ever seen.10k priced android phone is better than this phone having IOS. Worthless phoneREAD MORE
5,Perfect product!,Value for moneyREAD MORE
5,Terrific purchase,Best apple phone under 40k. Super fast !!!READ MORE
5,Just wow!,Gr8 product...satisfied..READ MORE
5,Great product,The product was quitely awesome no complaints about it.Nd many many thanks 2 flipkart for d awesome productREAD MORE
4,Wonderful,good productREAD MORE
5,Must buy!,Awesome phone everREAD MORE
5,Best in the market!,Awesome is SE2020READ MORE
5,Classy product,This is iphoneREAD MORE
4,Really Nice,"This is not full review, but on the basis of my usage I have to admit for sure this is the best phone in terms of gaming.. Only little bit problem is the battery.. I hope this will help..READ MORE"
5,Awesome,A great product at this cost. Especially for those who want to switch from android to IOS. Very handy and is perfect size.READ MORE
5,Worth every penny,As usual great product from APPLE..READ MORE
5,Highly recommended,BestREAD MORE
5,Must buy!,Good handy phone- IPhone trademark size. Decent battery life. Quick and safe delivery by Flipkart. I’m satisfied.READ MORE
5,Great product,Portrait mode is not that good on this phone and the battery life is good it can last you almost full day on full charge but if you play games like pubg or other heavy game then it won't last you more than 3 to 3.5 hour. Otherwise everything is fineREAD MORE
5,Super!,Good packing and genuine one. Thank u flipkartREAD MORE
5,Just wow!,"Not everybody is going to like this Product. If you want a super fast phone on iOS Environment and do not care much about having all the unwanted things those Android phones have, then Go For It. Good Camera , Good Display, Perfect Size, Good Speakers , A13 Bionic Processor and you don’t have to upgrade for 4-5 Years.READ MORE"
5,Awesome,Awesome.....as the name is telling everything...paisa usulREAD MORE
4,Really Nice,"There is only one issue,Its screen size, otherwise it's a good brand value for money phone for Apple loversREAD MORE"
5,Wonderful,AmazingREAD MORE
5,Classy product,Excellent build quality.  Value for money.  Excellent processing speed.  No lags found after usage of 5 days.  i upgraded from Iphone 5S.  Camera is super fine and pictures are more crisp and accurate.READ MORE
3,"Nice photo, but battery is big big concerns.","Product is good, however battery is big concernsREAD MORE"
5,Must buy!,Beautiful phone. Slim but fully loaded with awesomeness. Battery a little disappointing but a good phone for iPhone users who are upgrading from 5 inch iPhone and don’t like to change much.READ MORE
4,Worth the money,Very good performenceREAD MORE
5,Awesome,"Handy iPhone, Powerfull Camera, The worst thing is its battery. Doesn’t last long. But the phone is awesome.READ MORE"
5,Must buy!,Excellent product.nice disply and sound quality is awesome.battery is good for normal usage.camera quality is awesome.READ MORE
5,Best in the market!,Very good camera 👍👍👍👍  parformance  is very good and osm phone..👍👍..READ MORE
5,Highly recommended,This is my first iPhone just one word to say it’s Awesome.READ MORE
5,Best in the market!,Great phone for mid range and small but pretty handy. It is actual phone and not like tablets of 6 inches that we get nowadays.READ MORE
4,Good choice,Looking awesomeREAD MORE
5,Terrific,Battery backup is OK for moderate user. Otherwise it's a compact phone.READ MORE
5,Classy product,handy with dual sim featureREAD MORE
3,Decent product,Overall good but battery drain faster not recommended for Gamer and rough user.READ MORE
5,Great product,"The SE 2nd generation is superb, a value for money phone. A13 chipset makes phone snappy. Anyone can go for it ✌🏻READ MORE"
1,Not recommended at all,Horrible battery. Please don’t buy.READ MORE
3,Does the job,Only good not bestREAD MORE
5,Terrific purchase,The delivery man was so kind And phone is goodREAD MORE
4,Really Nice,In love with my iPhone. Except battery life phone works well. Worth buyingREAD MORE
4,Wonderful,GoodREAD MORE
5,Mind-blowing purchase,Just go for it bindly. Value for money iphoneBest budget iphoneREAD MORE
5,Terrific purchase,"It all depends on preference... this is one of the 2 best iPhone in the market right now(according to me)  it does have a small battery, if u overcome that, u are gold. Also depends on the ecosystem.. if u are not into the apple ecosystem there is no point, as it will be difficult for u in transferring data n stuff,  lil difficult but not impossible n if u are in the ecosystem then you will have no worries at all. It’s a great phoneREAD MORE"
5,Worth every penny,"I have upgraded from iPhone 7 so let me start with saying I am not at all feeling bad about the small screen this phone comes with. More it’s compact. The phone comes with the power packed A13 3rd gen chipset, for this price this phone out does all premium androids and flagship androids. Also IPhone SE 2020 is to end the family rivalry XR. This is new standard in mobile tech, high build quality, up to date tech, compact (small for large screen likers), post modern accessibility tech and camer...READ MORE"
5,Super!,Nice phone18hrs fast deliveryREAD MORE
5,Awesome,iPhone se is best phone in 2020READ MORE
5,Classy product,Lovely phone.READ MORE
3,Just okay,Worst batteryBattery backup same as iphone 6 No improvement in terms of batteryOtherwise it's a very good phoneREAD MORE
5,Great product,I would just say its just osm with fastest processor Only not for gammers as battey drains if u wanna play games pub g etc.. other wise its very niceREAD MORE
5,Excellent,This mobile is simply superbREAD MORE
5,Iphone SE good annd compact size,go for itREAD MORE
5,Wonderful,I got a Good and genuine product Thank you flipkartREAD MORE
3,Good,Not satisfiedREAD MORE
5,Classy product,Awesome product...its a mini beast..super smooth with the presence of a flagship processor..READ MORE
5,Fabulous!,Received discount from Flipkart + exchange value + card cash back final price of 30k really good purchase for me.READ MORE
5,Terrific,NicrREAD MORE
5,Fabulous!,I love it....READ MORE
5,Just wow!,iphone se 2020 cute excellentREAD MORE
4,Wonderful,It's a best iphone under this amount.1.Built quality 4 star2.performance 4star3.Battery 3 starOverall good.READ MORE
5,Simply awesome,❤️😍love itREAD MORE
5,Classy product,Amazing product and awesome service...❤️READ MORE
5,Worth every penny,GoodREAD MORE
5,Super!,Apple it is! Period. 😎🔥🔥READ MORE
5,Just wow!,Apple is great in performance and quality of product. But the prices are still high as compared to features.READ MORE
5,Simply awesome,SuperbREAD MORE
5,Superb...,Battery performance of the phone is quite good.For a normal user it will easily give you full days of usage.Also wireless charging is very fast.READ MORE
5,Fabulous!,Everything premium but at this size and weight battery not so disappointedREAD MORE
5,Best in the market!,Worth itREAD MORE
5,Excellent,If you wish to enter to apple ecosystem or just wish to get to know the iOS and don’t wish to buy a secondhand iPhone to do that then This phone is perfect option.Now about the Phone: i’m android user all along and recently switched to iOS and personally “I’M LOVING IT”.iOS has so less things than android but those basic; small little details are taken to almost perfection.But in the end operating systems are totally a matter of personal taste. So it’s upto you.Now about this device speci...READ MORE
5,Terrific,Just go for it don’t miss this it’s awesomeREAD MORE
1,Terrible product,I have received a faulty piece of the phone the speaker of the phone is not working properly and I cannot exchange the phone alsoREAD MORE
5,Super!,Awesome i really lovedREAD MORE
5,Excellent,Awesome..go for it!!READ MORE
4,Worth the money,Good iPhone  but battery is goodREAD MORE
5,Terrific purchase,Good affordale phone with less battery capacityREAD MORE
5,Super!,Amazing product 👌READ MORE
5,Mind-blowing purchase,"Very nice product,good packaging and delivery time is also very goodREAD MORE"
5,Just wow!,Excellent experience of Apple iPhone Dilvery within 3DaysREAD MORE
4,Value-for-money,Looking awesomeREAD MORE
1,Absolute rubbish!,Call sensor very dead slow workingREAD MORE
4,Nice product,GoodREAD MORE
5,Perfect product!,The phone is awesome it have everything awesome you want only one thing is bad that's battery. You would have to charge it two times a day. Otherwise the phone is awesome.READ MORE
5,Perfect product!,Everything is good only the battery is annoying and the price is hefty but 7k more than usa is okREAD MORE
5,Super!,NiceREAD MORE
5,Terrific purchase,Got this iPhoneSe 128gb on 41k.Really value for money. Thank you flipkart. Only you can make this price possible. ?READ MORE
5,Highly recommended,Overall goodREAD MORE
3,Just okay,Poor product.. horrible battery performanceApple ke naam par Kalank haiDisappointed with SEREAD MORE
1,Hated it!,Worst battery for this phone.Seems somthing faulty in this battery. Below than average performance of battery.Looking for replacemnet of same product.READ MORE
4,Really Nice,It is smaller than you think. Processor is mind blowingly fast though. Picture quality and sound quality is amazing. Camera is breath takingREAD MORE
5,Just wow!,ExcellentREAD MORE
5,Excellent,Good product to buyREAD MORE
5,Awesome,This is iPhone king of all cell phones Real Business phoneREAD MORE
5,Terrific,Fast delivery and quality device.READ MORE
1,Useless product,Battery health went to 95% in 4 months . Battery backup max 3hrs in normal usage🤬🤬READ MORE
5,Terrific,Excellent mobile with outstanding features of i phone 11.READ MORE
5,Just wow!,GoodREAD MORE
5,Super!,goodREAD MORE
4,Nice product,"Just Received, Looks Good. Let's get back after a week's usageREAD MORE"
5,Worth every penny,Wow 🤩 the performance machineREAD MORE
5,Wonderful,I just loved using the phone!!READ MORE
5,Awesome,Nyc oneREAD MORE
5,Brilliant,"This is performance beast Except for the battery. But doesn't matter when it is supporting fast charging. Camera has portrait mode but only for humans, you cannot capture an object or your pet in portrait mode. I'll choose this phone over and over and over.READ MORE"
5,Classy product,"Battery is as good as expectedGetting around 4and half to 5 hours of screen on timeAwesome camera and smoothnessGot it in offer for 37 k. Highly satisfied and would highly recommend if u want a powerful iPhone with just a small compromise for battery life. Overall, its a compact powerhouseREAD MORE"
5,Terrific purchase,GoodREAD MORE
5,Worth every penny,GoodREAD MORE
4,Good choice,GoodREAD MORE
1,Worst experience ever!,Over heated and caution msg was showing on screenREAD MORE
5,Just wow!,Battery capacity is very less for gamingREAD MORE
3,Good,"If u can forget abt the battery ,then everything is just perfectREAD MORE"
3,Does the job,Size compatible with user friendly..READ MORE
5,Simply awesome,Value for  money.  Pict is very  very  clear.READ MORE
5,Terrific,Overall it’s good purchase especially for that A13 Bionic it’s really worth full and for that brand of cameraREAD MORE
4,Pretty good,"I ordered the black colour, but the back side is dark grey and not black. No other complaints. Best phone if you want a small phone that does everything.READ MORE"
3,Decent product,Great great phone but battery backup is below average :(READ MORE
5,Wonderful,Good phone by AppleREAD MORE
5,Highly recommended,GoodREAD MORE
4,Nice product,Battery life sucks.. everything else is greatREAD MORE
4,Delightful,Absolutely amazing just battery life is not that surprising or good. Camera is like DSLR. Just amazingREAD MORE
4,Good choice,"Except battery backup everything up to mark, if are willing to follow battery saving tips and restrict some applications, then you can choose this without any doubtREAD MORE"
4,Very Good,GoodREAD MORE
2,Could be way better,"Discharge fastly, Apple logo back side this model middle printing not worthREAD MORE"
5,Must buy!,Good handset awesomeREAD MORE
4,Pretty good,"Worth buying (only if it has offer) I would call it as beast when it comes to performance. Very compact phone, battery lasting for 8 to 10 hrs for normal use like surfing, watching videos on YouTube, camera.When it’s come to camera the quality of pic is not as good  in dim light and in indoor. Yet to try in day light, will keep updated in coming days.READ MORE"
5,Simply awesome,"Except battery performance, phone is excellent.READ MORE"
5,Must buy!,Nice productREAD MORE
4,Pretty good,Camera 📸 quality is good.READ MORE
5,Mind-blowing purchase,It’s just awesome being a apple user.READ MORE
2,Expected a better product,Very disappointed with the size and look. Didn't expect SE look so bad as compared to my iPhone 11READ MORE
1,Not recommended at all,Battery performance very badREAD MORE
4,Good choice,"Very good iPhone at the good price, battery can be done better.READ MORE"
4,Good quality product,I liked itREAD MORE
5,Best in the market!,Very nice and good mobileREAD MORE
5,Fabulous!,Everything is good except battery any way value for money device you should purchase itREAD MORE
5,Terrific purchase,Dont buy if you are looking for good battery backup and loud ringtone .Except for the battery backup this phone is absolutely perfect with palm size body and outstanding camera complimented by an extraordinary display. The only thing bugging me is the lower volume of ringtone. Bought this for my wife and she loves it .READ MORE
5,Highly recommended,"Pros: Sleek look, better performance, Value for money. Cons: Bad battery life and small screen size.READ MORE"
5,Worth every penny,This is my first iPhone. Just loving it. Wanted a small phone with best specifications. It suited my requirements. A little issues with battery draining fast. But phone is niceREAD MORE
5,Awesome,Stunning product.camera quality is astounding.A13 bionic is a beast.READ MORE
5,Classy product,Fabulous SE  2020 ❤️READ MORE
4,Nice product,Red colour is pretty cool 🔥.. only have a disappointment the battery draining fast.. .. otherwise superbREAD MORE
5,Fabulous!,GoodREAD MORE
5,Excellent,PUBG IS VERY SMOOTHREAD MORE
4,Good choice,Excellent productREAD MORE
5,Fabulous!,Every thing is fineREAD MORE
3,Does the job,Overall Good but should not be that much expensive. I bought this at 41500 RS.READ MORE
5,Fabulous!,ExcellentREAD MORE
4,Value-for-money,"Fantastic in every angle, It reminds me of my iPhone 6. Those who have a habit of using small phones should go for it.READ MORE"
1,Terrible product,When I press the home button the down part is vibratingREAD MORE
5,Wonderful,Good performance. Cons:Battery back upREAD MORE
5,Just wow!,"Its great device, got best priceREAD MORE"
4,Worth the money,battery is averageREAD MORE
5,Simply awesome,Good phone for first iOS users but battery is an issueREAD MORE
5,Super!,Very good phonrREAD MORE
5,Brilliant,Dual sim iPhone in affordable price.READ MORE
3,Does the job,battery is poorREAD MORE
3,Nice,Nice one only issue is battery backup..!!READ MORE
4,Worth the money,NiceREAD MORE
5,Wonderful,Best phone with power and performance of iPhone11 packed inside a smaller size. Loved it!!READ MORE
5,Super!,Very good mobileREAD MORE
5,Worth every penny,BestREAD MORE
3,Good,Very poor battery quality ...READ MORE
4,Wonderful,Best productsREAD MORE
4,Wonderful,A good phoneREAD MORE
5,Brilliant,"Phone is really good, and easy fit in pocketREAD MORE"
5,Mind-blowing purchase,Good but battery not goodREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Excellent,Product is perfect for normal users like me...But I'm unsatisfied from flipkart side because it take 12 days for shipment.READ MORE
3,Good,Best camera phone but wrost battery backupREAD MORE
4,Value-for-money,The device is very good in performance and is able to do everything at small size. It is best for small phone lovers. But a downfall is battery.READ MORE
5,Must buy!,Excellent product but a little expensive.READ MORE
5,Simply awesome,Best Phone..READ MORE
5,Just wow!,The best product with all new A13 bionic. Perfect image processingREAD MORE
4,Wonderful,Good phoneREAD MORE
5,Classy product,"This iPhone isn’t t for very heavy users though it has latest A13 Bionic chip. This product is for  previous generation iPhone users like 5,5s,se or 6s etc who wants to have an overall performance. I would recommend this phone for those whose main priority isnt much of gaming and media consumption otherwise its an overall an amazing phone with great camera and performance.READ MORE"
5,Must buy!,Nice phoneREAD MORE
5,Simply awesome,The little beastREAD MORE
5,Best in the market!,"Best, I always love appleREAD MORE"
5,Just wow!,Beautiful look and classy performance.. I love my first iPhone..READ MORE
5,Great product,Best service from flipkart......... like it very muchREAD MORE
5,Just wow!,Best phone i have used. Buy it now. Flipkart is supercool. I got the delivery in one day. And not just that i got a great deal on my phone. Thankyou guys great job!READ MORE
5,Great product,AwesomeREAD MORE
5,Fabulous!,"No words to Explain, Earlier i was an android user, no regrets switching to ios, this phone perfectly suites my needs and has decent battery. Don’t go by the flow use your brain. Awesome beast, loved itREAD MORE"
5,Mind-blowing purchase,Display and performance are very good. Handy to use and comfortable to keep in our pockets. Battery is the only drawback I face with this mobile. Apple could have been increased its capacity to little more to bare with latest generation.READ MORE
4,Worth the money,"Except battery life, every other feature is perfectly alright. Great buy for compact phone lovers. Small in size but, big on performance.READ MORE"
4,Value-for-money,good performanceREAD MORE
4,Good quality product,If you love apple 🍎 then you don’t need to read any reviews just got this device with advanced camera features. Superb quality and amazing performance 🙈READ MORE
5,Best in the market!,Good productREAD MORE
5,Awesome,Must buy thisREAD MORE
5,Excellent,Phone was reached with in 2 Day....I love this new upgrade SE phoneREAD MORE
3,Fair,Very little batteryREAD MORE
5,Terrific purchase,VFM Buy!READ MORE
5,Simply awesome,Superrrrr👌👌👌👌♥️♥️READ MORE
5,Best in the market!,VerygoodREAD MORE
5,Simply awesome,Awesome phone at this price. You get a damn iPhone  what else you need.... Deepak ???😂READ MORE
5,Brilliant,NiceREAD MORE
5,Awesome,Flagship mobileREAD MORE
4,Good quality product,Nice productREAD MORE
4,Really Nice,good product and im happy with delivered product.READ MORE
5,Wonderful,"Excellent product as always apple is trust worthy and reliable .and about device Apple SE it is wonderful, stylish not big screen pocket friendly handy and look wise very attractive  works seamlessly no hiccups battery backup still need to be analyzed.overall good product from apple but seller took almost a week to deliver this product.READ MORE"
4,Very Good,Good oneREAD MORE
5,Perfect product!,in timeREAD MORE
5,Terrific,excellentREAD MORE
4,Very Good,AwesomeREAD MORE
5,Worth every penny,"Battery life is really better than imagined, handy mobile. Very much satisfied with all the specifications❤️READ MORE"
5,Awesome,"Good phone smooth performance, Premium feel.... But battery is quite low for Regular use... Needs to be charged twice a day..🥴🥴Rest all is GreatREAD MORE"
5,Mind-blowing purchase,The product is very nice and thank your accepting my request and sendi g the delivery fast😊😊READ MORE
4,Really Nice,Not badREAD MORE
5,Best in the market!,Best small iPhone i ever use. Super satisfied .READ MORE
5,Mind-blowing purchase,This is a gadget worth for ur hard earned money..READ MORE
5,Perfect product!,Phone is great but the delivery by Flipkart was super slow. The phone came 4 days late!READ MORE
5,The Best Choice,"If you dont have an iPhone, yopu dont have an iPhone :PREAD MORE"
5,Terrific purchase,I am happyREAD MORE
5,Worth every penny,Awesome Phone. Loved it.READ MORE
5,Best in the market!,One of the best configurationREAD MORE
5,Wonderful,Good..I'm sooo hppyREAD MORE
3,Nice,Nice Apple branded phone in budgetREAD MORE
5,Worth every penny,Good products nice performance vale of moneyREAD MORE
5,Worth every penny,SuperbREAD MORE
5,Highly recommended,Good productREAD MORE
5,Classy product,Simply awesome .Apple iPhone 😍great productREAD MORE
5,Iphone - nothing else matters,Totally Outstanding performance.Camera output with a single lens excellentBattery life average not badFirst Iphone after a long period of android and SymbianREAD MORE
5,Simply awesome,Superb Phone !!! Extra Impressive DisplayREAD MORE
5,Must buy!,Perfect apple piece in very cheapest price. I am happy to have itREAD MORE
5,Brilliant,Handy mobile with all features and options.READ MORE
5,Simply awesome,Superb phone with low battery backupREAD MORE
5,Terrific,Amazing product and it’s performance so good ❤️👍READ MORE
5,Mind-blowing purchase,amazing phoneREAD MORE
5,Perfect product!,Exilent mobile and good featuresREAD MORE
4,Nice product,NiceREAD MORE
5,Super!,Product is nice but delivery service is very badREAD MORE
5,Terrific purchase,I have used iPhones before but not more than one week.this one is special and have completed an year with itREAD MORE
5,Wonderful,Good phone for less priceREAD MORE
4,Good quality product,Thank youREAD MORE
5,Fabulous!,Best phoneREAD MORE
3,Decent product,Good phoneREAD MORE
5,Fabulous!,Phone is really good but then only problem I feel is battery.. apart from that just perfect one to carry .READ MORE
5,Best in the market!,ExcellentREAD MORE
5,Terrific,Owersome ProductsREAD MORE
5,"good product, but bad battery backup","overall good, but battery backup is badREAD MORE"
5,Super!,Amazing product. Just loved it. Its color and Performance. ❤️READ MORE
4,Worth the money,Battery Backup is not good otherwise phone is decentREAD MORE
5,Must buy!,Gud purchaseREAD MORE
5,Mind-blowing purchase,"This is my first iPhone.. After long research finally I had decide to go for this one..Very much happy with this purchase.. Switching from Android to iOs was difficult but i wanted this change.. Camera is great in daylight.. Display is great.. Performance exceptional.. It's very handy, light weight.. Thanks flipkart for timely delivary..READ MORE"
5,Excellent,Satisfied with product. eveything is just perfect about this phone. loved it too much...😍READ MORE
5,Worth every penny,Nice productREAD MORE
1,"Worthless, avoid!!","This was an iphone purchase after a long consideration. The only reason for selecting was the size. To my surprise, battery is low performance, phone hangs, sms sometime doesnt work. In summary, very bad experience. Am going to try for a replacement but I am not sure if it will work.Never expected this from an Apple product.Please avoid.READ MORE"
5,Terrific purchase,Amazing stuff.READ MORE
3,Does the job,"iPhone . That’s it. Except battery which is a real set back, all others are great.READ MORE"
5,Classy product,Flipkart is awesome company.READ MORE
5,Super!,awesome colorREAD MORE
5,Brilliant,GoodREAD MORE
4,Delightful,Battery is not good.READ MORE
1,Unsatisfactory,Not working fast displayREAD MORE
4,Good choice,Awesome product and performace. However if someone is used to big screen they might not like it.READ MORE
5,Excellent,Over all nive and classyREAD MORE
5,Worth every penny,Awesome..go for itREAD MORE
3,Good,Not great battery lifeREAD MORE
5,Worth every penny,A very good moblie I like♥️ so muchREAD MORE
5,Worth every penny,"I was a lifelong android user, and you know what, the switch is worth itREAD MORE"
4,Value-for-money,Rear camera is really good and front camera is ok no night effectREAD MORE
3,Fair,If you want have iphone then you definitely go for it Now.READ MORE
4,Value-for-money,Budget iPhoneREAD MORE
5,Super!,very good phone.READ MORE
5,Excellent,AmazingREAD MORE
5,Awesome,"Superb phone , thank apple rhanks flipkartREAD MORE"
5,Perfect product!,Awesome :)READ MORE
5,Perfect product!,It is really very amazing 😍😍READ MORE
5,Just wow!,"If you are looking for daily driver having amazing looks with 4 to 5 years of software upgrades, look no beyond this. Excellent value for money. Only drawback is battery capacity.READ MORE"
5,Best in the market!,Wow...!! Bionic A13 Just awesome more than what I expectedREAD MORE
5,Worth every penny,"iOS is always good.Size is perfect for thumb to reach out with one hand.Was using 6s earlier and believe me transferring all 6s data to se was done in 15 minutes without connecting any wire. Very secure to use . Looks elegant, classy. Battery is not much lasting but yes it is always have a good to have an iPhone.READ MORE"
5,Simply awesome,Nice phone. Excellent performance. Best delivery next day.READ MORE
5,Brilliant,Top notch quality for the price.. it’s Primarily a phone first and a media player player later... bought as a value for money phone...long support cycle by Apple...READ MORE
5,Perfect product!,Working great for meREAD MORE
4,Very Good,Mobile is amazing in all aspects*****but courier logistic services are pathetic. They are taking 4-5 working even after shipping. No contact no of courier company / no websites etc.READ MORE
5,Brilliant,Battery drains faster.READ MORE
4,Good quality product,SE 2020 very nice and handy mobile but poor battery backupREAD MORE
5,Excellent,Awesome ... Just buy it .. you will love it.... With all facilitiesREAD MORE
5,Great product,As always expected from Apple. A product that live up to one’s expectations.READ MORE
5,Awesome,AwesomeeeeREAD MORE
5,Must buy!,Superb phoneREAD MORE
4,Very Good,"product deliver on time but packing very poor so please packing department not  good ,product amount is very high so proper check packing.thanksREAD MORE"
5,Just wow!,Wow😍READ MORE
5,Perfect product!,Nice productREAD MORE
5,Highly recommended,GoodREAD MORE
1,Utterly Disappointed,FoolishREAD MORE
5,Terrific,Awesome mobile very classyREAD MORE
5,Just wow!,Great phone!READ MORE
5,Simply awesome,Quality product. Ye wo iPhone h jaisa hm chahte the.  My dream phoneREAD MORE
5,Terrific,Over performance of the phone is good but the only problem is battery!It last for maximum for 10hrsREAD MORE
5,Perfect product!,love this iphone seREAD MORE
5,Excellent,Perfect for iPhone LoversREAD MORE
4,Wonderful,"I m happy,READ MORE"
2,Bad quality,Very poor battery backup.READ MORE
5,Must buy!,"It's a beast . Worthy to buy,  last upto for upcoming 4 years without any complaint, Camera is outstanding with alot of features and the quality of pictures and video recordings can beats any other flagships phones in camera .READ MORE"
4,Good quality product,Battery issue..... and not having free call recorder in appstore! Why?READ MORE
5,Perfect product!,Great productREAD MORE
4,Very Good,good productREAD MORE
5,Great product,Awesome.READ MORE
5,Brilliant,Awesome product . Sexy size and cameraREAD MORE
5,Excellent,Very niceREAD MORE
4,Worth the money,My Ratings tells everythingREAD MORE
5,Just wow!,ExcellentREAD MORE
5,Awesome,Nice phone and fingerprint touch also so far good nice product I love it 🖤🖤READ MORE
5,Highly recommended,"I am pretty much happy with the purchase and this phone fits the needs. This one is very sleek, shiny and pretty much handy.READ MORE"
5,Mind-blowing purchase,"Love the compact size. Performance is not at all compromised. Pictures, best in classREAD MORE"
5,Great product,Outstanding flagship at this priceREAD MORE
5,Great product,Really nice phone in this price due to double sim support battery gets down fast .overall highly satisfiedREAD MORE
5,Super!,Battery Doesn't last long...!READ MORE
4,Good choice,"Battery life is the Main issue, otherwise performance of iphones are non comparable even after years of usesREAD MORE"
5,Great product,Good product. Must buyREAD MORE
4,Wonderful,"Seriously the phone is good . Camera is awsome . But its not for gamers because of its small screen and also the battery is not soo good, but otherwise it is a good deal for new iphone usersREAD MORE"
5,Perfect product!,It's just wow!!! Paisa wasool performance and features just as promised...READ MORE
5,Great product,"Excellent built quality and good camera, better performance, overall I bought it for its size...READ MORE"
4,Very Good,Overall nice product But battery too worst . My 4 yrs old 6s battery better than thisREAD MORE
5,Mind-blowing purchase,Good qualityREAD MORE
5,Simply awesome,Very handy phoneREAD MORE
3,Good,Battery not goodREAD MORE
5,Simply awesome,Great phone..READ MORE
5,Highly recommended,Nice productREAD MORE
5,Brilliant,Best iphone in 2020 below 40kREAD MORE
5,Perfect product!,Beast😍Best ever in this priceREAD MORE
5,Classy product,Best budget iphone go for it truly amazing product the build quality as well as the camera and its A13 bionic superfast 😍😍READ MORE
4,Pretty good,From 7 to SE 2020!  it’s small & handy which was my main requirement. Performance is amazing and as well Camera is improved a lot ! Over all it’s a good package from Apple !READ MORE
4,Value-for-money,Very handy as I like small phones same like my my old iphone 6 with High configuration......READ MORE
5,Excellent,"Awesome phone. The size is just perfect and performance is flawless. I was scared I might find the screen too small but after using it I have to admit I have no complaints. And the price is good too, especially because Apple provides updates for up to 5 years.READ MORE"
5,Must buy!,awesomeREAD MORE
5,Mind-blowing purchase,Just killer mobile iPhoneREAD MORE
5,Super!,Nice productREAD MORE
5,Mind-blowing purchase,GoodREAD MORE
5,Mind-blowing purchase,Good product to buyREAD MORE
5,Brilliant,Awesome phone in starting rangeREAD MORE
5,Classy product,It’s camera is beautiful and it’s battery life is also satisfactory...try to reduce the background apps especially alarm and chrome....the performance is marvellous....it’s like a small loaded super machine.READ MORE
5,Wonderful,Awesome Mobile....READ MORE
5,Mind-blowing purchase,Value of MoneyREAD MORE
5,Super!,I phone SE is superREAD MORE
1,Worthless,App gets crashed up very frequently. Facing real problem in using Whats app and GPay etc... Pathetic...READ MORE
5,Classy product,Very good phone with extream gamingIts heat up and battery is not so gooodREAD MORE
5,Great product,Good compact handsetEasy to Carry  Good camera Good displayThanks Flipkart for timely deliveryREAD MORE
4,Wonderful,Phone is good but not give premium feeling when taken into hand as compared to the old iphones series.READ MORE
5,Must buy!,Good phone and easily start the dual sim.READ MORE
5,Terrific purchase,Fast & smooth experience ! In day a twice you have to charge !!! Camera great but no zoom ! Much lighter easily one hand axis able ❤️🍁🍁🍁READ MORE
3,Decent product,Proximity sensors not workingREAD MORE
5,Great product,Am very happy to buy this oneREAD MORE
5,Simply awesome,Great phone Thanks FlipkartREAD MORE
5,Great product,World's best company phoneREAD MORE
5,Great product,Just perfect.READ MORE
5,Mind-blowing purchase,Very niceREAD MORE
3,Decent product,Not good for the people who is heavy user as battery drains very fast. Battery do not last for day. Have to keep charger always with u...READ MORE
4,Good quality product,Apple always maintains that standard of theirs. Camera and display is awesome and as usual it's a bit high priced mobileREAD MORE
5,Terrific purchase,niceREAD MORE
